PAIS,ANO,DEWEY PRINCIPAL,ESCENARIO,IDIOMA DE ORIGEN,IDIOMA PUBLICACION,EDITORIAL,CANTIDAD
Brasil,2021,200 - Religión,ingles,INGLÉS,ISLANDÉS,A MENSAGEM,2
Brasil,2021,200 - Religión,ingles,INGLÉS,ITALIANO,EDITORA CULTURA CRISTA,1
Brasil,2021,200 - Religión,ingles,INGLÉS,ITALIANO,EDITORA ULTIMATO,1
Brasil,2021,200 - Religión,ingles,INGLÉS,ITALIANO,EDITORA VOZES,1
Brasil,2021,200 - Religión,ingles,INGLÉS,ITALIANO,NUTRA PUBLICACOES,1
Brasil,2021,200 - Religión,ingles,INGLÉS,LENGUA NO DETERMINADA,A MENSAGEM,10
Brasil,2021,200 - Religión,ingles,INGLÉS,LENGUA NO DETERMINADA,CPB,5
Brasil,2021,200 - Religión,ingles,INGLÉS,LENGUA NO DETERMINADA,EDITORA CULTURA CRISTA,5
Brasil,2021,200 - Religión,ingles,INGLÉS,LENGUA NO DETERMINADA,EDITORA FIEL,10
Brasil,2021,200 - Religión,ingles,INGLÉS,LENGUA NO DETERMINADA,EDITORA ULTIMATO,8
Brasil,2021,200 - Religión,ingles,INGLÉS,POLACO,EDITORA VOZES,1
Brasil,2021,200 - Religión,ingles,INGLÉS,PORTUGUÉS,CPB,82
Brasil,2021,200 - Religión,ingles,INGLÉS,PORTUGUÉS,EDITORA CULTURA CRISTA,40
Brasil,2021,200 - Religión,ingles,INGLÉS,PORTUGUÉS,EDITORA FIEL,89
Brasil,2021,200 - Religión,ingles,INGLÉS,PORTUGUÉS,EDITORA ULTIMATO,28
Brasil,2021,200 - Religión,ingles,INGLÉS,PORTUGUÉS,LIVRARIAS FAMILIA CRISTA,63
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,ALEMÁN,FEB,2
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,BRETÓN,EDITORA CIDADE NOVA,1
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,ESPAÑOL,AROLE EDITORA E PRODUTORA CULTURAL EIRELI,1
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,ESPAÑOL,EDITORA JOCUM,4
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,ESPAÑOL,FEB,4
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,ESPAÑOL,JOSE WILFREDO RIOS CONTRERAS,2
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,ESPAÑOL,PUCPRESS,2
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,FINÉS,FEB,2
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,FRANCÉS,ORDEM DO GRAAL NA TERRA,1
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,INGLÉS,A MENSAGEM,1
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,INGLÉS,ACADEMIA DA ESCRITA,2
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,INGLÉS,EDITORA MUNDO CRISTAO,2
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,INGLÉS,FEB,3
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,INGLÉS,LEONARDO MARTINS PINHEIRO,2
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,ITALIANO,EDITORA TRINITAS,1
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,ITALIANO,FEB,3
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,ITALIANO,PROTON EDITORA E TECNOLOGIA LTDA.,1
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,ITALIANO,Z3 EDITORA E LIVRARIAS LTDA,1
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,LENGUA NO DETERMINADA,ACF BRASIL,1
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,LENGUA NO DETERMINADA,EDITORA ESPERANCA,2
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,LENGUA NO DETERMINADA,EDITORA JOCUM,1
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,LENGUA NO DETERMINADA,INSTITUTO PIETRO UBALDI,1
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,LENGUA NO DETERMINADA,MINHA BIBLIOTECA CATOLICA,1
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,PORTUGUÉS,ALIANCA PRO EVANGELIZACAO DAS CRIANCAS,4
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,PORTUGUÉS,CIB,3
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,PORTUGUÉS,EDITORA ESPERANCA,7
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,PORTUGUÉS,EDITORA TRINITAS,4
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,PORTUGUÉS,WILLIAM TEIXEIRA,14
Brasil,2021,200 - Religión,portugues,PORTUGUÉS,RUMANO,GRACA ARTES GRAFICAS E EDITORA LTDA.,1
Brasil,2021,300 - Ciencias sociales,espanol,ALEMÁN,ESPAÑOL,EDITORA CONTRACORRENTE,1
Brasil,2021,300 - Ciencias sociales,espanol,ALEMÁN,ESPAÑOL,EDITORA VOZES,1
Brasil,2021,300 - Ciencias sociales,espanol,FRANCÉS,ESPAÑOL,CONSEQUENCIA EDITORA,1
Brasil,2021,300 - Ciencias sociales,espanol,FRANCÉS,ESPAÑOL,NOVA FRONTEIRA,1
Brasil,2021,300 - Ciencias sociales,espanol,INGLÉS,ESPAÑOL,AETIA EDITORIAL,1
Brasil,2021,300 - Ciencias sociales,espanol,INGLÉS,ESPAÑOL,BOITEMPO,2
Brasil,2021,300 - Ciencias sociales,espanol,INGLÉS,ESPAÑOL,EDIPRO,2
Brasil,2021,300 - Ciencias sociales,espanol,INGLÉS,ESPAÑOL,EDITORA ELEFANTE,2
Brasil,2021,300 - Ciencias sociales,espanol,INGLÉS,ESPAÑOL,LPM EDITORES,2
Brasil,2021,300 - Ciencias sociales,espanol,LATÍN,ESPAÑOL,ASSOCIACAO CULTURAL CHRISTUS REGNAT,1
Brasil,2021,300 - Ciencias sociales,espanol,PORTUGUÉS,ESPAÑOL,ANEAS EDICOES LOYOLA,1
Brasil,2021,300 - Ciencias sociales,espanol,PORTUGUÉS,ESPAÑOL,ARTIGO 19,1
Brasil,2021,300 - Ciencias sociales,espanol,PORTUGUÉS,ESPAÑOL,CRESOL INSTITUTO,4
Brasil,2021,300 - Ciencias sociales,espanol,PORTUGUÉS,ESPAÑOL,PEMALM SP,2
Brasil,2021,300 - Ciencias sociales,espanol,PORTUGUÉS,ESPAÑOL,RIEMMA EDITORA,2
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,ALEMÁN,GRUPO EDITORIAL RECORD,1
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,ESPAÑOL,AETIA EDITORIAL,1
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,ESPAÑOL,BOITEMPO,2
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,ESPAÑOL,EDIPRO,2
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,ESPAÑOL,EDITORA ELEFANTE,2
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,ESPAÑOL,LPM EDITORES,2
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,FRANCÉS,BOITEMPO,1
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,GALLEGO,EDITORA FGV,1
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,GALLEGO,EDITORA SEXTANTE,2
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,GALLEGO,FERNANDA HENRIQUE CUPERTINO ALCANTARA,1
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,INGLÉS,CUT BRASIL,1
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,INGLÉS,DIALOGOS INSUBMISSOS DE MULHERES NEGRAS,1
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,INGLÉS,EDITORA D'PLACIDO,1
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,INGLÉS,EDITORA JANDAIRA LTDA,2
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,ITALIANO,CRUX,1
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,LENGUA NO DETERMINADA,BOITEMPO,4
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,LENGUA NO DETERMINADA,EDITORA ELEFANTE,4
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,LENGUA NO DETERMINADA,EDITORA INTRINSECA,3
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,LENGUA NO DETERMINADA,EDITORA SEXTANTE,10
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,LENGUA NO DETERMINADA,VIDE EDITORIAL,4
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,PORTUGUÉS,EDITORA INTRINSECA,11
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,PORTUGUÉS,EDITORA SEXTANTE,32
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,PORTUGUÉS,HARPERCOLLINS BRASIL,13
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,PORTUGUÉS,LCSJC AS - LIONS CLUBE SAO JOSE DOS CAMPOS-AUGUSTIN SOLIVA,11
Brasil,2021,300 - Ciencias sociales,ingles,INGLÉS,PORTUGUÉS,UBOOK EDITORA,11
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,ESPAÑOL,ANEAS EDICOES LOYOLA,1
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,ESPAÑOL,ARTIGO 19,1
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,ESPAÑOL,CRESOL INSTITUTO,4
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,ESPAÑOL,PEMALM SP,2
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,ESPAÑOL,RIEMMA EDITORA,2
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,FRANCÉS,VICTOR RADUAN DA SILVA,1
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,INGLÉS,EDITORA LT,3
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,INGLÉS,EDITORA SEXTANTE,5
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,INGLÉS,EDITORA VALER,2
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,INGLÉS,EDITORA VOZES,3
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,INGLÉS,UBOOK EDITORA,3
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,INTERLINGUA,FUNDACAO DO CAMINHO,1
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,LENGUA NO DETERMINADA,ANDREA JAKOBSSON ESTUDIO EDITORIAL LTDA,1
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,LENGUA NO DETERMINADA,BAMBUAL EDITORA,1
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,LENGUA NO DETERMINADA,JESIEL SILVESTRE LOURENCO,1
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,LENGUA NO DETERMINADA,MORULA EDITORIAL,1
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,LENGUA NO DETERMINADA,OFICINA DE CRIATIVIDADE,1
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,PORTUGUÉS,100/CABECAS,1
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,PORTUGUÉS,CENGAGE LEARNING,2
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,PORTUGUÉS,EDITORA BELAS LETRAS,3
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,PORTUGUÉS,EDITORA TRINITAS,2
Brasil,2021,300 - Ciencias sociales,portugues,PORTUGUÉS,PORTUGUÉS,FUNDACAO ITAU PARA A EDUCACAO E CULTURA,2
Brasil,2021,400  - Lenguas,espanol,FRANCÉS,ESPAÑOL,PARABOLA EDITORIAL,1
Brasil,2021,400  - Lenguas,ingles,INGLÉS,INGLÉS,BERTRAND BRASIL,2
Brasil,2021,400  - Lenguas,ingles,INGLÉS,ITALIANO,PARABOLA EDITORIAL,1
Brasil,2021,400  - Lenguas,ingles,INGLÉS,LENGUA NO DETERMINADA,EDITORA BEZZ,1
Brasil,2021,400  - Lenguas,ingles,INGLÉS,LENGUA NO DETERMINADA,VITROLA EDITORA,2
Brasil,2021,400  - Lenguas,ingles,INGLÉS,LENGUA NO DETERMINADA,ZAHAR,1
Brasil,2021,400  - Lenguas,ingles,INGLÉS,PORTUGUÉS,CLASSICAL PRESS,2
Brasil,2021,400  - Lenguas,ingles,INGLÉS,PORTUGUÉS,DARKSIDE ENTRETENIMENTO LTDA ME,2
Brasil,2021,400  - Lenguas,ingles,INGLÉS,PORTUGUÉS,EDITORA BEZZ,1
Brasil,2021,400  - Lenguas,ingles,INGLÉS,PORTUGUÉS,EDITORA EMPIREO,1
Brasil,2021,400  - Lenguas,ingles,INGLÉS,PORTUGUÉS,PARABOLA EDITORIAL,3
Brasil,2021,400  - Lenguas,portugues,PORTUGUÉS,PORTUGUÉS,DARKSIDE ENTRETENIMENTO LTDA ME,1
Brasil,2021,400  - Lenguas,portugues,PORTUGUÉS,PORTUGUÉS,EDITORA CONCEITO,1
Brasil,2021,400  - Lenguas,portugues,PORTUGUÉS,PORTUGUÉS,GILDEQUE CARDOSO DOS SANTOS,1
Brasil,2021,400  - Lenguas,portugues,PORTUGUÉS,PORTUGUÉS,THE FOUR EDITORA,1
Brasil,2021,500 - Ciencias naturales y matemáticas,espanol,INGLÉS,ESPAÑOL,FUNDACAO UNIVERSIDADE PARA O ALTO VALE DO ITAJAI,1
Brasil,2021,500 - Ciencias naturales y matemáticas,espanol,PORTUGUÉS,ESPAÑOL,DATUM,1
Brasil,2021,500 - Ciencias naturales y matemáticas,espanol,PORTUGUÉS,ESPAÑOL,PROTON EDITORA E TECNOLOGIA LTDA.,1
Brasil,2021,500 - Ciencias naturales y matemáticas,ingles,INGLÉS,ESPAÑOL,FUNDACAO UNIVERSIDADE PARA O ALTO VALE DO ITAJAI,1
Brasil,2021,500 - Ciencias naturales y matemáticas,ingles,INGLÉS,INGLÉS,INSTITUTO MARCOS DANIEL,1
Brasil,2021,500 - Ciencias naturales y matemáticas,ingles,INGLÉS,INGLÉS,PATRICK DE CASTRO CANTUARIA,2
Brasil,2021,500 - Ciencias naturales y matemáticas,ingles,INGLÉS,ITALIANO,OH! PUBLICACOES,1
Brasil,2021,500 - Ciencias naturales y matemáticas,ingles,INGLÉS,LENGUA NO DETERMINADA,CLARO ENIGMA,1
Brasil,2021,500 - Ciencias naturales y matemáticas,ingles,INGLÉS,LENGUA NO DETERMINADA,COMPANHIA DAS LETRAS,1
Brasil,2021,500 - Ciencias naturales y matemáticas,ingles,INGLÉS,LENGUA NO DETERMINADA,EDITORA INTRINSECA,2
Brasil,2021,500 - Ciencias naturales y matemáticas,ingles,INGLÉS,LENGUA NO DETERMINADA,NOVO SECULO EDITORA,1
Brasil,2021,500 - Ciencias naturales y matemáticas,ingles,INGLÉS,LENGUA NO DETERMINADA,SEGUINTE,1
Brasil,2021,500 - Ciencias naturales y matemáticas,ingles,INGLÉS,PORTUGUÉS,CAMINHO VIVO,2
Brasil,2021,500 - Ciencias naturales y matemáticas,ingles,INGLÉS,PORTUGUÉS,EDITORA SEXTANTE,2
Brasil,2021,500 - Ciencias naturales y matemáticas,ingles,INGLÉS,PORTUGUÉS,FOSFORO,2
Brasil,2021,500 - Ciencias naturales y matemáticas,ingles,INGLÉS,PORTUGUÉS,LAFONTE,3
Brasil,2021,500 - Ciencias naturales y matemáticas,ingles,INGLÉS,PORTUGUÉS,NOVA FRONTEIRA,3
Brasil,2021,500 - Ciencias naturales y matemáticas,portugues,PORTUGUÉS,ALEMÁN,DATUM,1
Brasil,2021,500 - Ciencias naturales y matemáticas,portugues,PORTUGUÉS,ALEMÁN,PROTON EDITORA E TECNOLOGIA LTDA.,1
Brasil,2021,500 - Ciencias naturales y matemáticas,portugues,PORTUGUÉS,ESPAÑOL,DATUM,1
Brasil,2021,500 - Ciencias naturales y matemáticas,portugues,PORTUGUÉS,ESPAÑOL,PROTON EDITORA E TECNOLOGIA LTDA.,1
Brasil,2021,500 - Ciencias naturales y matemáticas,portugues,PORTUGUÉS,FRANCÉS,DATUM,1
Brasil,2021,500 - Ciencias naturales y matemáticas,portugues,PORTUGUÉS,INGLÉS,DATUM,1
Brasil,2021,500 - Ciencias naturales y matemáticas,portugues,PORTUGUÉS,INGLÉS,INSTITUTO BRASILEIRO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVAVEIS - IBAMA,1
Brasil,2021,500 - Ciencias naturales y matemáticas,portugues,PORTUGUÉS,INGLÉS,PROTON EDITORA E TECNOLOGIA LTDA.,1
Brasil,2021,500 - Ciencias naturales y matemáticas,portugues,PORTUGUÉS,INGLÉS,SOCIEDADE BRASILEIRA DE GEOFISICA,1
Brasil,2021,500 - Ciencias naturales y matemáticas,portugues,PORTUGUÉS,INGLÉS,SOCIEDADE BRASILEIRA DE RECURSOS GENETICOS - SBRG,1
Brasil,2021,500 - Ciencias naturales y matemáticas,portugues,PORTUGUÉS,LENGUA NO DETERMINADA,JEANI DELGADO PASCHOAL MOURA,1
Brasil,2021,500 - Ciencias naturales y matemáticas,portugues,PORTUGUÉS,LENGUA NO DETERMINADA,SOCIEDADE BRASILEIRA DE PRIMATOLOGIA,1
Brasil,2021,500 - Ciencias naturales y matemáticas,portugues,PORTUGUÉS,PORTUGUÉS,CENGAGE LEARNING,16
Brasil,2021,500 - Ciencias naturales y matemáticas,portugues,PORTUGUÉS,PORTUGUÉS,OH! PUBLICACOES,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),espanol,ALEMÁN,ESPAÑOL,EDITORA NAPOLEAO,2
Brasil,2021,600 - Tecnología (Ciencias aplicadas),espanol,CATALÁN,ESPAÑOL,EDITORA MEDVET,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),espanol,INGLÉS,ESPAÑOL,EDITORA CIENCIA MODERNA,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),espanol,INGLÉS,ESPAÑOL,EDITORA ELEFANTE,2
Brasil,2021,600 - Tecnología (Ciencias aplicadas),espanol,INGLÉS,ESPAÑOL,EDITORA NAPOLEAO,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),espanol,INGLÉS,ESPAÑOL,ENVISIONAR CONSULTORIA E CAPACITACAO DE LIDERES LTDA.,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),espanol,INGLÉS,ESPAÑOL,THIEME REVINTER,2
Brasil,2021,600 - Tecnología (Ciencias aplicadas),espanol,ITALIANO,ESPAÑOL,EDITORA NAPOLEAO,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),espanol,PORTUGUÉS,ESPAÑOL,ABNT,8
Brasil,2021,600 - Tecnología (Ciencias aplicadas),espanol,PORTUGUÉS,ESPAÑOL,ASSOCIACAO BRASILEIRA DE PROFISSIONAIS DE EPIDEMIOLOGIA DE CAMPO - PROEPI,11
Brasil,2021,600 - Tecnología (Ciencias aplicadas),espanol,PORTUGUÉS,ESPAÑOL,EDITORA MANOLE,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),espanol,PORTUGUÉS,ESPAÑOL,EDITORA MEDVET,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),espanol,PORTUGUÉS,ESPAÑOL,EDITORA NAPOLEAO,22
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,ALEMÁN,EDITORA KRATER,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,ESLOVENO,EDITORA SEXTANTE,2
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,ESPAÑOL,EDITORA CIENCIA MODERNA,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,ESPAÑOL,EDITORA ELEFANTE,2
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,ESPAÑOL,EDITORA NAPOLEAO,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,ESPAÑOL,ENVISIONAR CONSULTORIA E CAPACITACAO DE LIDERES LTDA.,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,ESPAÑOL,THIEME REVINTER,2
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,EUSKERA,EDITORA INTRINSECA,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,FRANCÉS,BENVIRA,2
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,FRANCÉS,COMPANHIA DAS LETRAS,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,ILOKO,EDITORA NAPOLEAO,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,INGLÉS,AGIR EDITORA LTDA,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,INGLÉS,ANGELA CRISTINA DE OLIVEIRA LUHMANN,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,INGLÉS,BLOCKPUB,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,INGLÉS,EDITORA MANOLE,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,INGLÉS,MARCO ANTONIO LAFICO JUNIOR,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,ITALIANO,EDITORA MANOLE,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,LENGUA NO DETERMINADA,BENVIRA,2
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,LENGUA NO DETERMINADA,EDITORA INTRINSECA,3
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,LENGUA NO DETERMINADA,EDITORA MANOLE,3
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,LENGUA NO DETERMINADA,MANTRA,4
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,LENGUA NO DETERMINADA,UBOOK EDITORA,4
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,PORTUGUÉS,BENVIRA,13
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,PORTUGUÉS,EDITORA MANOLE,12
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,PORTUGUÉS,NOVATEC EDITORA,8
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,PORTUGUÉS,THIEME REVINTER,10
Brasil,2021,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,PORTUGUÉS,UBOOK EDITORA,21
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,ESPAÑOL,ABNT,8
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,ESPAÑOL,ASSOCIACAO BRASILEIRA DE PROFISSIONAIS DE EPIDEMIOLOGIA DE CAMPO - PROEPI,11
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,ESPAÑOL,EDITORA MANOLE,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,ESPAÑOL,EDITORA MEDVET,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,ESPAÑOL,EDITORA NAPOLEAO,22
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,INGLÉS,ABNT,9
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,INGLÉS,EDITORA NAPOLEAO,3
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,INGLÉS,EDITORA UNIVERSITARIA - EDIPUCRS,2
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,INGLÉS,MINISTERIO DA SAUDE,2
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,INGLÉS,SIAN MARTINS COMUNICACAO LTDA.,2
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,ITALIANO,MARIANA BATISTA RIBEIRO LAGES,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,LENGUA NO DETERMINADA,DEBORA DA COSTA SIMOES,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,LENGUA NO DETERMINADA,EDUCARE,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,LENGUA NO DETERMINADA,GILBERTO PAVANI,1
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,PORTUGUÉS,CENGAGE LEARNING,17
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,PORTUGUÉS,EDITORA ABERJE,3
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,PORTUGUÉS,EDITORA BELAS LETRAS,3
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,PORTUGUÉS,EDITORA MEDVET,4
Brasil,2021,600 - Tecnología (Ciencias aplicadas),portugues,PORTUGUÉS,PORTUGUÉS,NOVATEC EDITORA,2
Brasil,2021,700 - Las Artes  Bellas artes y artes decorativas,espanol,ALEMÁN,ESPAÑOL,ARTES DO TEMPO EDICOES EIRELI,1
Brasil,2021,700 - Las Artes  Bellas artes y artes decorativas,espanol,COREANO,ESPAÑOL,PIPOCA E NANQUIM EDITORA LTDA,2
Brasil,2021,700 - Las Artes  Bellas artes y artes decorativas,espanol,INGLÉS,ESPAÑOL,DARKSIDE ENTRETENIMENTO LTDA ME,1
Brasil,2021,700 - Las Artes  Bellas artes y artes decorativas,espanol,INGLÉS,ESPAÑOL,DEVIR,1
Brasil,2021,700 - Las Artes  Bellas artes y artes decorativas,espanol,INGLÉS,ESPAÑOL,FIGURA EDICOES E PRODUCOES,1
Brasil,2021,700 - Las Artes  Bellas artes y artes decorativas,espanol,INGLÉS,ESPAÑOL,GRUPO PANINI,27
Brasil,2021,700 - Las Artes  Bellas artes y artes decorativas,espanol,INGLÉS,ESPAÑOL,LPM EDITORES,1
Brasil,2021,700 - Las Artes  Bellas artes y artes decorativas,espanol,JAPONÉS,ESPAÑOL,NEWPOP EDITORA,1
Brasil,2021,700 - Las Artes  Bellas artes y artes decorativas,espanol,PORTUGUÉS,ESPAÑOL,LABORATORIO LABIRINTO,1
Brasil,2021,700 - Las Artes  Bellas artes y artes decorativas,espanol,PORTUGUÉS,ESPAÑOL,LEONOR FERREIRA ALVES JUNIOR,1
Brasil,2021,700 - Las Artes  Bellas artes y artes decorativas,espanol,PORTUGUÉS,ESPAÑOL,OBSERVATORIO DE FAVELAS,1
Brasil,2021,700 - Las Artes  Bellas artes y artes decorativas,espanol,PORTUGUÉS,ESPAÑOL,TREM FANTASMA,1
Brasil,2021,700 - Las Artes  Bellas artes y artes decorativas,ingles,INGLÉS,ALEMÁN,GRUPO PANINI,1
Brasil,2021,700 - Las Artes  Bellas artes y artes decorativas,ingles,INGLÉS,ESPAÑOL,DARKSIDE ENTRETENIMENTO LTDA ME,1
Brasil,2021,700 - Las Artes  Bellas artes y artes decorativas,ingles,INGLÉS,ESPAÑOL,DEVIR,1
